transaction_id,customer_id,customer_segment,customer_age_days,successful_payments,failed_payments,historical_success_rate,customer_value,amount,payment_method,merchant_category,subscription_status,status,failure_reason,retry_count,transaction_timestamp,hour,day_of_week,recovery_probability,recovery_possible,recovery_action,revenue_at_risk,actual_recovery,high_value_customer,previous_recovery_success,response_code
TXN_00007429,CUST_002446,LOYAL,1075,44,9,0.8302,58668.08,4503.02,WALLET,Healthcare,ACTIVE,SUCCESS,,0,2026-02-16T16:51:13.960352,16,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009580,CUST_001944,NEW,44,1,0,1.0,5012.33,2551.4,CARD,Entertainment,ACTIVE,SUCCESS,,0,2026-01-29T15:25:13.960352,15,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009960,CUST_002316,LOYAL,806,21,10,0.6774,81164.73,5694.22,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2025-12-04T04:47:13.960352,4,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002271,CUST_001665,STANDARD,585,21,8,0.7241,27796.71,5245.16,WALLET,Entertainment,ACTIVE,SUCCESS,,0,2026-03-16T01:58:13.960352,1,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009767,CUST_002404,LOYAL,1724,23,1,0.9583,62848.83,9698.44,UPI,Education,PAST_DUE,SUCCESS,,0,2026-02-25T09:55:13.960352,9,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002956,CUST_000330,NEW,14,5,2,0.7143,7784.55,22804.91,NETBANKING,Healthcare,PAST_DUE,SUCCESS,,0,2026-03-25T20:46:13.960352,20,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003444,CUST_002118,LOYAL,1132,85,8,0.914,80694.61,19303.82,WALLET,Healthcare,CANCELLED,SUCCESS,,0,2025-11-18T15:33:13.960352,15,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007736,CUST_001619,STANDARD,703,19,5,0.7917,16619.36,629.33,CARD,Healthcare,ACTIVE,SUCCESS,,0,2025-09-24T18:57:13.960352,18,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000834,CUST_000452,STANDARD,308,14,3,0.8235,7654.19,1625.89,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-06-30T01:34:13.960352,1,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006499,CUST_001115,HIGH_VALUE,1772,95,0,1.0,374568.27,3395.58,UPI,Financial Services,PAST_DUE,SUCCESS,,0,2026-04-18T00:31:13.960352,0,5,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00002992,CUST_000604,LOYAL,843,33,8,0.8049,74187.85,6851.51,WALLET,Travel,ACTIVE,SUCCESS,,0,2026-06-09T04:12:13.960352,4,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007793,CUST_001864,STANDARD,203,18,2,0.9,33806.13,1378.38,NETBANKING,Travel,TRIAL,SUCCESS,,0,2026-02-26T08:29:13.960352,8,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002151,CUST_001066,LOYAL,1715,97,10,0.9065,145648.75,3027.08,WALLET,Travel,ACTIVE,FAILED,BANK_DECLINE,2,2026-03-26T23:39:13.960352,23,3,0.4692,0,CUSTOMER_NOTIFICATION,1420.42,0.0,1,0,BANK_051
TXN_00004023,CUST_001603,STANDARD,693,35,2,0.9459,20523.53,520.9,UPI,SaaS,ACTIVE,SUCCESS,,0,2026-03-27T12:01:13.960352,12,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007615,CUST_000759,NEW,37,5,0,1.0,772.06,17682.22,CARD,Travel,CANCELLED,SUCCESS,,0,2025-11-19T18:07:13.960352,18,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006124,CUST_001227,STANDARD,445,28,6,0.8235,41983.76,4540.92,UPI,Healthcare,PAST_DUE,SUCCESS,,0,2026-06-16T04:37:13.960352,4,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003339,CUST_001268,STANDARD,180,34,1,0.9714,25466.35,6172.9,NETBANKING,Ecommerce,ACTIVE,SUCCESS,,0,2026-02-12T17:26:13.960352,17,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004344,CUST_002131,HIGH_VALUE,1425,83,12,0.8737,398472.73,10682.53,CARD,Entertainment,PAST_DUE,SUCCESS,,0,2026-08-09T15:19:13.960352,15,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00004464,CUST_000760,STANDARD,189,15,1,0.9375,40843.65,12344.68,CARD,Entertainment,TRIAL,SUCCESS,,0,2026-03-28T15:49:13.960352,15,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002376,CUST_000601,STANDARD,363,8,8,0.5,22209.52,16662.64,NETBANKING,Entertainment,TRIAL,SUCCESS,,0,2025-10-30T06:09:13.960352,6,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009044,CUST_001836,STANDARD,624,19,7,0.7308,45247.55,535.42,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2026-03-30T14:44:13.960352,14,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005571,CUST_000697,LOYAL,888,71,0,1.0,107587.31,3630.31,EMANDATE,Ecommerce,PAST_DUE,SUCCESS,,0,2026-08-11T17:25:13.960352,17,1,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00008599,CUST_000963,LOYAL,825,45,2,0.9574,28053.17,1185.66,CARD,Financial Services,PAST_DUE,SUCCESS,,0,2025-09-06T13:03:13.960352,13,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008504,CUST_001033,LOYAL,1274,25,4,0.8621,42872.44,2761.92,CARD,SaaS,TRIAL,SUCCESS,,0,2026-02-26T21:57:13.960352,21,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008880,CUST_000214,STANDARD,477,11,6,0.6471,36560.2,1842.92,NETBANKING,SaaS,ACTIVE,SUCCESS,,0,2026-08-25T07:33:13.960352,7,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001887,CUST_001209,STANDARD,516,14,3,0.8235,10947.19,1556.07,UPI,Healthcare,TRIAL,SUCCESS,,0,2025-10-14T16:50:13.960352,16,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001198,CUST_002096,STANDARD,541,30,1,0.9677,9663.04,6503.62,NETBANKING,Financial Services,PAST_DUE,SUCCESS,,0,2025-11-25T18:58:13.960352,18,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006427,CUST_001737,STANDARD,189,5,1,0.8333,44989.96,1548.25,NETBANKING,Entertainment,ACTIVE,SUCCESS,,0,2026-05-08T16:00:13.960352,16,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008911,CUST_001410,STANDARD,537,33,2,0.9429,19194.19,1445.74,UPI,Financial Services,PAST_DUE,SUCCESS,,0,2025-10-26T04:35:13.960352,4,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002936,CUST_000326,LOYAL,654,76,8,0.9048,97263.2,17090.95,UPI,SaaS,CANCELLED,SUCCESS,,0,2026-02-04T03:24:13.960352,3,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006342,CUST_002220,STANDARD,145,15,7,0.6818,27618.75,3231.33,CARD,SaaS,ACTIVE,SUCCESS,,0,2025-12-05T13:07:13.960352,13,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001430,CUST_002264,LOYAL,1289,47,9,0.8393,76325.89,2722.61,CARD,Ecommerce,TRIAL,FAILED,LIMIT_EXCEEDED,0,2025-09-25T22:52:13.960352,22,3,0.4291,0,PAYMENT_LINK,1168.35,2604.19,0,0,BANK_121
TXN_00006307,CUST_000062,NEW,59,3,1,0.75,2505.73,1554.56,CARD,Healthcare,ACTIVE,SUCCESS,,0,2026-04-03T21:48:13.960352,21,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003650,CUST_001704,LOYAL,1789,97,6,0.9417,102906.06,2315.35,UPI,Entertainment,ACTIVE,SUCCESS,,0,2025-11-17T12:20:13.960352,12,0,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00001938,CUST_002020,HIGH_VALUE,316,106,11,0.906,244703.8,5949.59,EMANDATE,Travel,CANCELLED,SUCCESS,,0,2025-11-15T19:35:13.960352,19,5,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00005172,CUST_000688,STANDARD,330,17,8,0.68,22267.55,955.98,UPI,Healthcare,ACTIVE,SUCCESS,,0,2026-06-12T14:17:13.960352,14,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007764,CUST_000178,LOYAL,1243,49,7,0.875,123694.45,6888.81,CARD,Travel,TRIAL,SUCCESS,,0,2026-01-15T21:08:13.960352,21,3,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00006393,CUST_001785,LOYAL,1011,82,2,0.9762,94459.34,685.64,UPI,SaaS,PAST_DUE,SUCCESS,,0,2026-03-18T15:43:13.960352,15,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001154,CUST_001371,STANDARD,193,14,5,0.7368,18782.4,907.56,UPI,Ecommerce,PAST_DUE,SUCCESS,,0,2026-07-22T01:38:13.960352,1,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006250,CUST_002431,STANDARD,647,8,6,0.5714,6138.04,10476.99,CARD,Education,ACTIVE,FAILED,BANK_DECLINE,2,2026-07-22T03:19:13.960352,3,2,0.3013,0,CUSTOMER_NOTIFICATION,3157.03,0.0,0,0,BANK_051
TXN_00007037,CUST_001805,STANDARD,143,19,7,0.7308,10133.92,699.25,UPI,Financial Services,ACTIVE,SUCCESS,,0,2026-06-17T01:41:13.960352,1,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004229,CUST_001491,NEW,40,4,0,1.0,10640.1,4867.86,CARD,SaaS,CANCELLED,FAILED,LIMIT_EXCEEDED,1,2026-02-28T21:04:13.960352,21,5,0.246,0,ESCALATE,1197.51,0.0,0,0,BANK_121
TXN_00004975,CUST_000720,STANDARD,183,6,3,0.6667,32074.83,776.16,NETBANKING,Education,TRIAL,SUCCESS,,0,2025-11-15T12:18:13.960352,12,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006401,CUST_001117,NEW,27,0,3,0.0,10029.59,5149.32,NETBANKING,SaaS,PAST_DUE,SUCCESS,,0,2026-06-28T18:19:13.960352,18,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003640,CUST_001325,STANDARD,166,20,0,1.0,22225.96,5888.14,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2026-06-16T08:00:13.960352,8,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003972,CUST_002186,STANDARD,415,34,8,0.8095,6615.46,1144.38,NETBANKING,Ecommerce,ACTIVE,FAILED,BANK_DECLINE,1,2026-03-06T22:48:13.960352,22,4,0.364,0,CUSTOMER_NOTIFICATION,416.53,0.0,0,0,BANK_051
TXN_00009594,CUST_002228,NEW,70,1,3,0.25,3205.96,12007.4,UPI,Entertainment,CANCELLED,SUCCESS,,0,2025-10-12T17:01:13.960352,17,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003376,CUST_001412,LOYAL,1040,96,10,0.9057,44830.09,1242.36,UPI,SaaS,CANCELLED,SUCCESS,,0,2025-12-22T17:49:13.960352,17,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002487,CUST_002032,STANDARD,535,33,5,0.8684,27785.28,2424.82,UPI,Healthcare,ACTIVE,SUCCESS,,0,2025-09-07T03:42:13.960352,3,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006954,CUST_000697,LOYAL,888,71,0,1.0,107587.31,1804.65,CARD,SaaS,ACTIVE,SUCCESS,,0,2025-11-09T09:43:13.960352,9,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00000606,CUST_001237,LOYAL,987,83,8,0.9121,117482.0,26124.68,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-03-15T16:01:13.960352,16,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00007444,CUST_002470,NEW,27,5,3,0.625,6646.53,8329.96,UPI,Entertainment,ACTIVE,SUCCESS,,0,2026-08-11T09:45:13.960352,9,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005928,CUST_001513,HIGH_VALUE,1269,33,5,0.8684,111730.5,4337.22,EMANDATE,Entertainment,ACTIVE,SUCCESS,,0,2025-12-15T02:27:13.960352,2,0,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00002454,CUST_001899,STANDARD,632,29,4,0.8788,31338.82,1717.2,CARD,Financial Services,CANCELLED,SUCCESS,,0,2026-04-08T09:44:13.960352,9,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003609,CUST_001845,STANDARD,641,6,2,0.75,15445.43,882.66,CARD,Travel,ACTIVE,SUCCESS,,0,2026-05-27T11:21:13.960352,11,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001484,CUST_000603,STANDARD,695,11,4,0.7333,22836.23,2393.19,CARD,Ecommerce,CANCELLED,SUCCESS,,0,2026-03-08T13:30:13.960352,13,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004519,CUST_001764,LOYAL,1587,49,0,1.0,93526.52,5248.82,CARD,Education,CANCELLED,SUCCESS,,0,2025-10-12T18:17:13.960352,18,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003038,CUST_000265,STANDARD,709,34,3,0.9189,36603.09,4354.6,UPI,Education,ACTIVE,SUCCESS,,0,2025-12-25T22:22:13.960352,22,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009352,CUST_001562,STANDARD,488,11,1,0.9167,48200.72,6026.59,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2026-01-28T14:41:13.960352,14,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007692,CUST_002268,LOYAL,1007,64,0,1.0,128375.44,1945.27,UPI,Travel,ACTIVE,SUCCESS,,0,2025-11-20T12:37:13.960352,12,3,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00004116,CUST_001492,STANDARD,405,8,5,0.6154,18214.25,2461.9,CARD,Healthcare,CANCELLED,SUCCESS,,0,2025-10-28T02:05:13.960352,2,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001427,CUST_001960,STANDARD,698,5,7,0.4167,48965.61,31540.18,UPI,Education,ACTIVE,FAILED,AUTHENTICATION_FAILED,2,2026-08-16T06:07:13.960352,6,6,0.2336,0,ESCALATE,7368.27,0.0,0,0,AUTH_001
TXN_00000497,CUST_002284,LOYAL,790,26,2,0.9286,43532.02,1225.24,UPI,SaaS,ACTIVE,SUCCESS,,0,2025-09-29T00:12:13.960352,0,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003353,CUST_002298,STANDARD,170,28,7,0.8,6338.28,5708.62,WALLET,Travel,ACTIVE,SUCCESS,,0,2025-11-20T18:54:13.960352,18,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008794,CUST_001787,STANDARD,404,7,1,0.875,14526.09,2725.39,UPI,Healthcare,CANCELLED,SUCCESS,,0,2026-06-11T15:02:13.960352,15,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000759,CUST_001797,LOYAL,1645,77,9,0.8953,40603.3,1478.41,EMANDATE,SaaS,ACTIVE,SUCCESS,,0,2025-10-22T17:52:13.960352,17,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000838,CUST_000569,NEW,16,4,2,0.6667,14290.4,1276.31,NETBANKING,Ecommerce,ACTIVE,SUCCESS,,0,2026-08-17T10:07:13.960352,10,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004327,CUST_002295,LOYAL,1231,94,3,0.9691,52626.4,1948.25,CARD,SaaS,ACTIVE,FAILED,AUTHENTICATION_FAILED,0,2025-11-04T05:03:13.960352,5,1,0.6182,1,PAYMENT_LINK,1204.36,1926.61,0,0,AUTH_001
TXN_00002128,CUST_001226,HIGH_VALUE,1530,146,2,0.9865,496425.29,11731.56,UPI,Ecommerce,TRIAL,SUCCESS,,0,2026-07-31T10:07:13.960352,10,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00001023,CUST_001239,LOYAL,1553,85,5,0.9444,40909.36,3549.02,UPI,Travel,PAST_DUE,SUCCESS,,0,2025-10-14T09:01:13.960352,9,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008762,CUST_002212,STANDARD,338,22,6,0.7857,49412.96,934.47,CARD,Ecommerce,CANCELLED,SUCCESS,,0,2026-08-01T06:16:13.960352,6,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005614,CUST_001145,NEW,3,5,2,0.7143,8503.3,4015.09,CARD,Travel,ACTIVE,SUCCESS,,0,2025-11-19T12:50:13.960352,12,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005581,CUST_002113,HIGH_VALUE,1001,38,7,0.8444,446412.89,26776.55,NETBANKING,SaaS,PAST_DUE,SUCCESS,,0,2025-11-03T20:15:13.960352,20,0,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00001058,CUST_000313,NEW,17,0,3,0.0,5549.04,12473.55,CARD,Travel,ACTIVE,FAILED,INSUFFICIENT_FUNDS,0,2026-05-23T07:42:13.960352,7,5,0.2324,0,ESCALATE,2898.61,0.0,0,0,BANK_116
TXN_00009542,CUST_001033,LOYAL,1274,25,4,0.8621,42872.44,1993.18,UPI,SaaS,ACTIVE,SUCCESS,,0,2026-04-11T18:48:13.960352,18,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006856,CUST_001752,STANDARD,511,32,0,1.0,46065.12,21552.01,NETBANKING,Ecommerce,TRIAL,SUCCESS,,0,2025-12-17T06:33:13.960352,6,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007349,CUST_000678,STANDARD,267,18,5,0.7826,38362.77,1414.5,CARD,Travel,ACTIVE,SUCCESS,,0,2025-10-07T03:39:13.960352,3,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009045,CUST_000380,STANDARD,678,11,1,0.9167,10300.9,2652.87,UPI,SaaS,TRIAL,SUCCESS,,0,2025-10-13T21:04:13.960352,21,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002129,CUST_001893,NEW,43,4,2,0.6667,13780.61,7716.76,CARD,Education,PAST_DUE,SUCCESS,,0,2026-03-17T23:56:13.960352,23,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002767,CUST_000094,LOYAL,552,83,2,0.9765,127160.85,3514.69,CARD,Education,ACTIVE,SUCCESS,,0,2025-12-17T18:49:13.960352,18,2,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00002109,CUST_001500,STANDARD,535,9,1,0.9,27640.98,2578.47,UPI,Education,PAST_DUE,SUCCESS,,0,2026-04-10T01:42:13.960352,1,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003617,CUST_001930,NEW,27,5,1,0.8333,3455.12,1293.24,CARD,Education,PAST_DUE,SUCCESS,,0,2026-07-14T11:04:13.960352,11,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001545,CUST_000308,LOYAL,572,52,10,0.8387,53895.04,1934.64,UPI,Entertainment,ACTIVE,SUCCESS,,0,2025-09-21T22:41:13.960352,22,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006914,CUST_001017,LOYAL,846,48,9,0.8421,54850.46,12351.65,UPI,Education,TRIAL,SUCCESS,,0,2026-01-11T08:12:13.960352,8,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001719,CUST_002006,LOYAL,1279,88,7,0.9263,68140.49,7668.87,CARD,Entertainment,TRIAL,SUCCESS,,0,2026-05-14T14:51:13.960352,14,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007435,CUST_001773,STANDARD,502,16,5,0.7619,21382.78,2267.55,CARD,Education,TRIAL,SUCCESS,,0,2026-02-11T11:44:13.960352,11,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007365,CUST_000820,LOYAL,1307,67,9,0.8816,83436.36,10828.24,UPI,Healthcare,CANCELLED,SUCCESS,,0,2026-07-16T18:50:13.960352,18,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006235,CUST_001206,LOYAL,368,28,0,1.0,103625.77,2884.57,UPI,Ecommerce,TRIAL,SUCCESS,,0,2026-05-25T13:15:13.960352,13,0,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00000725,CUST_000628,NEW,40,2,2,0.5,4762.73,4356.43,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2026-07-09T12:09:13.960352,12,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006673,CUST_000265,STANDARD,709,34,3,0.9189,36603.09,5364.01,CARD,Entertainment,CANCELLED,FAILED,EXPIRED_CARD,1,2026-04-10T22:39:13.960352,22,4,0.1939,0,ESCALATE,1039.97,0.0,0,0,CARD_012
TXN_00008029,CUST_000598,LOYAL,1651,97,5,0.951,51875.23,660.91,CARD,Education,PAST_DUE,SUCCESS,,0,2025-10-20T13:15:13.960352,13,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005492,CUST_000086,HIGH_VALUE,531,132,9,0.9362,284038.76,10643.49,UPI,Financial Services,ACTIVE,SUCCESS,,0,2026-03-07T10:52:13.960352,10,5,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00001128,CUST_001253,STANDARD,503,19,8,0.7037,29345.76,1649.14,UPI,SaaS,TRIAL,SUCCESS,,0,2025-11-19T09:03:13.960352,9,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002957,CUST_000314,LOYAL,403,84,10,0.8936,28899.28,9689.53,CARD,Education,ACTIVE,FAILED,EXPIRED_CARD,1,2026-07-11T21:42:13.960352,21,5,0.5335,1,PAYMENT_LINK,5169.05,9368.74,0,0,CARD_012
TXN_00005156,CUST_001371,STANDARD,193,14,5,0.7368,18782.4,3599.64,UPI,SaaS,CANCELLED,SUCCESS,,0,2026-09-01T14:12:13.960352,14,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004817,CUST_000716,LOYAL,960,66,10,0.8684,64088.39,14565.85,EMANDATE,Education,ACTIVE,SUCCESS,,0,2025-11-26T01:05:13.960352,1,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006202,CUST_002281,STANDARD,532,34,6,0.85,7250.11,1150.55,UPI,Financial Services,ACTIVE,SUCCESS,,0,2025-11-12T08:27:13.960352,8,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006224,CUST_000319,HIGH_VALUE,1770,135,4,0.9712,452846.68,26209.27,UPI,Ecommerce,ACTIVE,FAILED,LIMIT_EXCEEDED,2,2026-08-16T23:17:13.960352,23,6,0.443,0,PAYMENT_LINK,11610.5,0.0,1,0,BANK_121
TXN_00008686,CUST_000827,LOYAL,1714,22,4,0.8462,83792.41,5133.43,CARD,SaaS,ACTIVE,SUCCESS,,0,2026-01-31T20:21:13.960352,20,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007114,CUST_000760,STANDARD,189,15,1,0.9375,40843.65,1344.55,CARD,SaaS,ACTIVE,SUCCESS,,0,2026-04-18T05:21:13.960352,5,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005275,CUST_002184,LOYAL,1393,90,1,0.989,28223.87,2367.78,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-07-04T05:25:13.960352,5,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008536,CUST_002248,NEW,3,5,1,0.8333,14125.07,7672.74,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-05-27T06:47:13.960352,6,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003044,CUST_000988,STANDARD,595,17,6,0.7391,48087.58,4607.44,CARD,SaaS,ACTIVE,SUCCESS,,0,2026-05-25T11:51:13.960352,11,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006912,CUST_001976,STANDARD,188,5,6,0.4545,38998.29,14857.99,CARD,Entertainment,PAST_DUE,SUCCESS,,0,2025-09-16T19:20:13.960352,19,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000150,CUST_000266,STANDARD,388,22,2,0.9167,37031.41,4973.28,WALLET,Entertainment,ACTIVE,SUCCESS,,0,2026-05-26T14:57:13.960352,14,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007574,CUST_001206,LOYAL,368,28,0,1.0,103625.77,17290.82,CARD,Education,ACTIVE,SUCCESS,,0,2026-07-03T22:25:13.960352,22,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00004206,CUST_000821,LOYAL,982,59,1,0.9833,48074.21,1886.29,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-01-21T21:16:13.960352,21,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005493,CUST_002028,LOYAL,1044,31,1,0.9688,143268.39,2446.23,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2026-04-10T07:06:13.960352,7,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00002690,CUST_000391,STANDARD,345,33,5,0.8684,34866.98,6926.38,UPI,SaaS,ACTIVE,SUCCESS,,0,2026-02-26T16:31:13.960352,16,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004221,CUST_002249,HIGH_VALUE,1962,118,8,0.9365,218882.56,295.43,CARD,Entertainment,PAST_DUE,FAILED,EXPIRED_CARD,3,2026-08-14T06:33:13.960352,6,4,0.2758,0,PAYMENT_LINK,81.49,292.3,1,0,CARD_012
TXN_00009102,CUST_000616,STANDARD,143,8,5,0.6154,41749.78,10647.3,CARD,Travel,ACTIVE,SUCCESS,,0,2026-01-17T21:48:13.960352,21,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000842,CUST_001828,NEW,87,4,3,0.5714,9029.47,7395.01,EMANDATE,Healthcare,TRIAL,SUCCESS,,0,2026-02-27T19:28:13.960352,19,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008137,CUST_002446,LOYAL,1075,44,9,0.8302,58668.08,1402.59,WALLET,Travel,ACTIVE,SUCCESS,,0,2026-01-11T23:25:13.960352,23,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006438,CUST_001174,STANDARD,417,31,1,0.9688,17269.44,2710.2,NETBANKING,Ecommerce,TRIAL,SUCCESS,,0,2026-07-11T02:26:13.960352,2,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009700,CUST_002142,STANDARD,196,27,4,0.871,24979.4,762.23,NETBANKING,Entertainment,ACTIVE,SUCCESS,,0,2026-06-25T04:54:13.960352,4,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
